CATEGORY_1_NAME,CATEGORY_1_ID,CATEGORY_1_IMAGES,CATEGORY_2_NAME,CATEGORY_2_ID,CATEGORY_2_IMAGES,PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_PREPARATION,FULL_SIZE_IMAGES,PRODUCT_DETAILS,LOCATION_ID,ONHAND,TEMP_PRODIDS
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_20804,,sku_20804,Capresso Froth Max Automatic Milk Frother,The new Capresso Froth Max is the fastest and easiest way to froth milk. Prepare up to 8 oz. frothed milk or 12 oz. warmed milk. The Automatic Milk Frother is perfect for Cappuccino&#44; Cafe Latte and Hot Chocolate.,69.99,69.99,$50.00-$99.99,Capresso,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/capresso-froth-max.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/chocolate_pour_72.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/spin_dark_72.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/spoon.jpg| ,"<br /><br />Features of the Capresso Max Plus Milk Frother:<br />Patented frothing technology delivers maximum milk froth<br />Illuminated controls for selecting temperature: Cold&#44; Hot or Warm<br />600 watt heating system for safety<br />2 frothing disks&#44; one milk warming disk<br />Dual Auto shut-off<br />Easy to clean. Dishwasher safe removable see-through milk pitcher with see through lid<br />Dimensions: 7"" High&#44; 5"" Wide&#44; 6"" Deep<br /><br />",wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_20701,,sku_20701,Capresso Froth Control Milk Frother Hot Chocolate Maker,The new Capresso Froth Control is the fastest and easiest way to froth milk or make delicious Hot Chocolate. Prepare up to 10 oz. frothed milk or 14 oz. heated milk. This automatic milk frother is perfect for preparing Hot Chocolate or Cappuccino.,79.99,79.99,$50.00-$99.99,Capresso,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/capresso-froth-control.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/capresso-froth-control-empty.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/chocolate_spin_72.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/froth_control_lifestyle_72.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/froth_pour_72.jpg,"<br /><br />Features of the Capresso Froth Control Milk Frother & Hot Chocolate Maker:<br />Easy one touch operation with illuminated dial.<br />Produces perfect frothed milk&#44; automatically! Great for Hot Chocolate as well.<br />Can be used for Cappuccino&#44; Latte&#44; Hot Chocolate&#44; Hot Milk&#44; Chai Tea&#44; Matcha Latte&#44; Hot Cider and more.<br />Includes 2 Frothing disks and 1 Heating disk. Disks store securely in bottom of the frother.<br />600 Watts<br />Dimensions of this automatic milk frother: 8 3/4"" High&#44; 6 1/4"" Wide&#44; 5"" Deep<br />The four product settings combined with two types of disks give you complete control over the temperature and texture of your milk.<br />For the hot chocolate setting&#44; the unit spins at the slowest rpm and after about 5 minutes of heating the hot chocolate maker&#44; the blue LED around the touch dial starts blinking to indicate it’s the right time to add the chocolate. Once you add the chocolate it takes another 3 minutes to melt and fully mix together. In the last 60 seconds the motor will speed up and have a faster rpm to fully incorporate all the chocolate. What’s really nice is all the chocolate is melted at the end and the pitcher is very easy to clean.<br />",wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_202,,sku_202,Capresso Froth Pro Milk Frother,The new Capresso Froth Pro is the fastest and easiest way to froth milk. Prepare up to 8 oz. frothed milk or 12 oz. warmed milk. This automatic milk frother is perfect for Cappuccino&#44; Cafe Latte and Hot Chocolate.,69.99,69.99,$50.00-$99.99,Capresso,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/capresso-froth-pro.jpg| ,"<br /><br />Features of the Capresso Froth Pro Milk Frother:<br />Produces perfect frothed milk&#44; automatically!<br />Illuminated controls for selecting temperature: Cold&#44; Hot or Warm<br />600 watt heating system<br />2 frothing disks&#44; one milk warming disk<br />Auto shut-off<br />Easy to clean. Dishwasher safe removable milk pitcher with see through lid<br />Dimensions of this automatic milk frother: 7"" High&#44; 5"" Wide&#44; 6"" Deep<br /><br />",wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_204,,sku_204,Capresso Froth Plus Automatic Milk Frother,The new Capresso Froth Plus is the fastest and easiest way to froth milk. Prepare up to 8 oz. frothed milk or 12 oz. warmed milk. This automatic milk frothing pitcher is perfect for Cappuccino&#44; Cafe Latte and Hot Chocolate.,69.99,69.99,$50.00-$99.99,Capresso,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/capresso-froth-plus.jpg| ,"<br /><br />Features of the Capresso Froth Plus Milk Frother:<br />Patented frothing technology delivers maximum milk froth<br />Illuminated controls for selecting temperature: Cold&#44; Hot or Warm<br />600 watt heating system for safety<br />2 frothing disks&#44; one milk warming disk<br />Dual Auto shut-off<br />Easy to clean. Dishwasher safe removable see-through milk pitcher with see through lid<br />Dimensions: 7"" High&#44; 5"" Wide&#44; 6"" Deep<br /><br />",wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_irt220f,,sku_irt220f,Insta Read Frothing Thermometer,It is an excellent idea to use a steaming thermometer with a clip that holds it in the pitcher when steaming or frothing milk for cappuccino. Being able to monitor the temperature will be very helpful&#44; particularly if you are new to this process&#44; otherwise it is very easy to scald your milk. Feel free to read more about frothing and steaming milk for delicious milk based specialty coffee drinks.,8.99,8.99,$0.00-$9.99,CDN,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/irt220-f.jpg| ,<br /><br />Features of the CDN Insta Read Milk Frothing Thermometer Barista Tools:<br />Hot Beverage & Milk Frothing Thermometer<br />Temperature range 60º to 220º F<br />Perfect for small frothing pitchers and hot beverages<br />Good for frothing pitchers or frothing cups<br />Instant response<br />Compact size<br />Magnifying lens<br />Stainless steel clip is adjustable<br />Unique bimetal construction gives instant reading<br />Premium grade stainless steel<br />Expanded range<br />May be recalibrated to ensure continued accuracy<br />Temperature guide on protective sheath<br />Easy to read large numbers<br /><br />,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_esp1,,sku_esp1,Espro Toroid Steaming Pitcher,The Espro Toroid 2 is the 2nd generation stainless steel milk steaming pitcher designed to ensure consistent milk froth every time. The patented shape controls milk flow during steaming to produce perfect microfoam.,24.95,24.95,$10.00-$24.99,Espro,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/espro-pitcher.jpg| ,<br /><br />Features:<br />Perfect Microfoam - curved design of walls and base circulate milk in a controlled flow ensuring consistent results<br />Narrow Spout - provides increased control over milk stream as you pour. Great for latte art as the spout draws milk and foam together in a fine stream<br />Easy to use - Fill lines for consistency. Just aim steam wand in the middle for predictably great results<br />Balanced - Large ergonomic handle provides control during steamng and pouring<br />Quality - 18/8 Stainless steel with super gloss shine<br />,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_72570,,sku_72570,Jura Glass Milk Container,This compact 17 oz. Jura glass milk container is perfect for use with the Jura Automatic Coffee Centers. Easily stores in your refrigerator and attaches to your machine in seconds. This Jura milk container is dishwasher safe for easy clean up.,50,50,$50.00-$99.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/acc_glassmilkcont_psf_milk_white_office_14922.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/acc_glassmilkcont_psf_white_office_14919.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/acc_glassmilkconta9_emo_black_office_14923.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/acc_glassmilkcont_det_fridge_office_14925.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/dishwasher.jpg,,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_24056,,sku_24056,Jura Cool Control 34 oz with Milk Level,"The Jura ""Cool Control"" 34 oz. milk cooler is best way to keep milk cold all day while remaining available for use in your Jura automatic coffee center. Keeps milk at the proper temperature for just pennies a day. Always fresh&#44; never frozen. This Jura milk cooler now comes with handy milk level indicator.",299,299,$250.00-$499.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/cool-control.png|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/24056.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/outofmilk.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/top-temp.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/side.jpg,<br /><br />Ingenious designThe design of the Cool Control reflects the classic JURA look and is perfectly matched with the simple handling and optimum hygiene of the device.The Cool Control features premium materials&#44; a solid&#44; high-quality aluminum cover and elegant ventilation slots. With its clean&#44; minimalist lines&#44; the Cool Control harmonizes with any JURA automatic coffee machine.<br />Perfect milk resultsWith the Jura Cool Control you can create fresh&#44; fine-textured milk foam for on-trend drinks such as the flat white&#44; with perfect results every time.To achieve this&#44; the milk is kept chilled to an optimum 39 °F. The device also prevents the problem of splashing while coffee is being prepared.The newly integrated level indicator ensures that the user is always reminded when the cooler needs to be refilled with milk.<br />Maximum convenienceThe fact that milk can be added quickly and easily without needing to remove the milk container&#44; the digital temperature display and the push-on aluminum cover&#44; which is optimally adapted to the container&#44; provide easy handling and maximum convenience.<br />Optimum hygienePerfectly fitting connectors ensure optimum milk hygiene from Jura Cool Control to cup. From the high-quality stainless steel container to the suction lance&#44; all components that come in contact with milk are dishwasher-safe&#44; making them very easy to clean.<br />,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_72034,,sku_72034,Jura Automatic Milk Frother,Perfect frothed milk foam in a flash. The Jura Automatic Milk Frother is the quick&#44; easy&#44; no-mess way to make perfect&#44; velvety-soft milk foam for cappuccino and latte.,99.99,99.99,$50.00-$99.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/jura-milk-lifestyle.jpg|https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/milk2.jpg| ,"<br /><br />Features of the Jura Automatic Milk Frother:<br />Chilled foam or hot milk A quiet electric motor drives the frothing disk in the milk container without coming into direct contact with it. In little to no time&#44; this disk makes perfect fine milk foam according to whether you prefer it cold&#44; warm or hot. If only hot milk is required&#44; a second disk circulated the milk while it is heated without frothing it.<br />Easy on button operation To select cold&#44; warm or hot milk foam&#44; all you have to do is press the ergonomic button once&#44; twice or three times. The self explanatory pictograms indicate the selected mode. The frother is also very easy to clean: the magnetic drive allows the pitcher to be immersed in water and rinsed out.<br />Compact The supply cable and attachments fit easily into the bottom of the base unit&#44; allowing the Milk Frother to be conveniently stored along with all its accessories.<br />Wide choice of recipes When it comes to exciting drinks&#44; the only limit is your imagination when using this milk steamer frother! You can invent your own recipes or take inspiration from magazines&#44; TV programs or recipe books. From latte macchiato and hot or cold chocolate to popular specialties like frappés and chai latte&#44; the JURA Automatic Milk Frother helps you create perfect results every time.<br />Prepare up to 8 oz. frothed milk or 12 oz. warmed milk.<br />Beautiful&#44; ultra compact design<br />Automatic stop function<br />Non-stick coating<br />3 Temperature levels<br />Dimensions: 4.9"" Wide 8.2"" Tall<br /> <br /><br />",wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_64342a,,sku_64342a,Jura Capresso Thermal FrothXpress Kit,The Jura Capresso Thermal FrothXpress attachment easily replaces the steam wand on Jura Capresso super automatic espresso coffee centers. When this Capresso milk steamer is installed&#44; making wonderful steamed and frothed milk for latte and cappuccino becomes completely automated. This Jura Capresso milk steamer Includes FrothXpress valve&#44; 14 oz. stainless thermal milk container and 100 ml bottle of Jura Cappuccino Cleaner.,139.99,139.99,$100.00-$249.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/fine-foam-kit.jpg| ,<br /><br />FrothXpress kit for S9&#44; S8&#44; S7&#44; F9&#44; F7&#44; E9&#44; E8&#44; ENA 3&#44; and ENA 4. Works with any Jura coffee center with a Dual Frother Plus steam wand.<br />,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_65381,,sku_65381,Jura Stainless 20 oz Thermal Milk Container,Stainless Thermal Milk Container can be used with any Jura super automatic espresso machine equipped with an automatic milk frothing system. Keeps cold milk fresh for 8 hours.,98,98,$50.00-$99.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/jura-20oz.jpg| ,<br /><br />20 oz. Stainless Thermal Milk Container can be used with any Jura super automatic espresso machine equipped with an automatic milk frothing system.<br />,wh2-boston,1000,
ACCESSORIES,accessories,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+images/accessories.png,BARISTA SUPPLIES,baristasupplies,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee+category+thumb+images/barista+supplies+thumb.png,REGULAR,prod_id_68166,,sku_68166,Jura Stainless 14 oz Thermal Milk Container,This 14 oz. thermal milk storage container is perfect for use with compact Jura Automatic Coffee Centers&#44; including the Jura ENA 9&#44; Micro 9&#44; Micro 90&#44; A9&#44; C9&#44; E6 and E8. Keeps cold milk fresh for 8 hours.,80,80,$50.00-$99.99,Jura,,,,https://caas-demo-products.s3.amazonaws.com/b2c-accelerator/Coffeefy/1stincoffee_images/14oz.jpg| ,<br /><br />Stainless Steel 14 oz. capacity Ideal for the smaller Jura Automatic Cofffee Centers&#44; including models: Jura ENA 9&#44; Micro 9&#44; Micro 90&#44; A9&#44; C9&#44; E6 and E8.<br />Will work with any Jura machine that supports automatic milk frothing.<br />,wh2-boston,1000,
